x,y,z
-15023,21507,-7061
-24702,26210,-8763
-32317,29812,-8693
-32768,31137,-7618
-32674,30208,-5691
-32744,28405,-2446
-32731,26074,1701
-29987,24242,6796
-26140,22991,6189
-20790,22160,4952
-17020,19901,4084
-14392,16996,3201
-11380,14635,2878
-7279,12378,2679
-2301,10037,2789
2865,7604,3248
8187,5091,3849
13208,2687,4397
18901,1012,5141
24904,-83,6372
30447,-885,7798
32767,-1443,9564
32767,-2419,11181
32713,-3150,11993
32585,-3785,11564
29223,-4465,9998
24141,-4111,8306
20003,-2952,6910
16334,-1768,5595
13735,850,3437
12444,6222,614
9854,11141,-1279
4813,15225,-3060
-2380,19203,-4943
-11959,22534,-6406
-21841,25890,-7374
-30078,28510,-7803
-32768,29853,-7311
-32768,30356,-5739
-32701,30060,-2684
-32768,28646,408
-31936,26955,2167
-28433,25181,2703
-24121,23304,2386
-19527,21484,1986
-14954,19591,1801
-10603,17882,1600
-6443,15963,1302
-2541,13157,1469
873,10062,2282
4975,6795,3237
9250,3017,3998
14183,-615,5066
20900,-3461,6982
29079,-5206,9697
32767,-5817,12364
32767,-5691,14385
32679,-5506,14965
32767,-5183,13670
32458,-5116,10862
28122,-4508,8376
21839,-3050,6510
16904,-816,4695
12808,2642,2626
8748,7471,-246
2468,12710,-3753
-6153,17545,-7498
-16294,22608,-10877
-26922,27723,-13179
-32768,31415,-12799
-32768,32249,-10511
-32648,31285,-7733
-32768,29596,-3513
-32635,27333,1658
-29774,25685,6320
-26502,23911,5775
-21819,22742,5183
-18312,20053,4187
-15027,17224,3063
-12016,14666,2704
-7980,11785,2686
-2889,9214,2951
2317,6687,3722
6833,3937,4737
11224,1100,5809
16494,-1384,6715
23394,-3043,8203
30556,-3416,9858
32767,-3651,11798
32767,-4169,13446
32709,-4620,14055
32641,-4928,12937
29300,-5074,10849
23723,-4264,8859
19590,-2303,6184
17077,2334,2623
13576,7273,-456
8443,12623,-3862
52,18179,-7430
-12546,23086,-11213
-26552,28003,-14090
-32768,32099,-14539
-32768,32767,-13762
-32628,32675,-11414
-32768,30466,-8147
-32295,26670,-1925
-28849,23733,3225
-22523,22178,9317
-19617,20027,7194
-14982,17864,5348
-10683,14445,4644
-7491,9949,4096
-3585,5860,4552
2527,2517,5480
10614,-515,6940
19366,-2668,9042
27071,-3752,11667
32423,-4619,14190
32767,-4980,15406
32703,-5077,15411
32750,-4953,14341
31876,-4906,12586
27134,-4171,10906
22131,-1956,7832
18202,2748,3540
13368,8231,-465
6990,13301,-4134
-1165,18762,-7591
-11347,23706,-10582
-22704,27791,-12118
-31920,30797,-11441
-32768,32273,-10093
-32678,32191,-7603
-32604,30499,-3356
-30884,26925,1538
-27575,23562,6466
-22610,22491,10506
-19508,21202,7418
-15077,19636,5251
-11915,16308,4108
-8908,13474,3189
-5453,10617,3330
-301,7402,4346
6544,4563,5372
13516,1833,6449
20042,-799,7957
26677,-2500,9865
32109,-3431,11558
32767,-4204,12470
32720,-5092,12849
32727,-5734,12627
31193,-5689,11509
27224,-4730,9340
23465,-2800,6826
20769,1132,3368
17148,6667,-70
10954,11326,-2895
3047,16074,-5236
-7196,20480,-7225
-18046,24950,-8571
-27164,29231,-9196
-32768,32240,-9560
-32768,32767,-9212
-32687,32362,-6856
-32677,30072,-2666
-29928,26655,2525
-23934,24110,7077
-20169,21781,6018
-15710,19311,5048
-12178,16065,4510
-8650,13535,4105
-4631,11008,4447
-285,8467,5139
4352,5964,5412
9236,3618,5444
13890,1140,5876
18743,-1357,7358
25202,-3203,9491
31315,-4064,11416
32767,-3996,12891
32760,-3727,14036
32726,-3673,14209
30984,-3674,12695
25696,-3051,10452
20649,-1112,8243
15800,1883,5766
11403,6389,2684
6477,11441,-680
198,16302,-3698
-7780,21021,-6338
-15753,25395,-8561
-21961,29678,-9814
-26578,32321,-9415
-29849,32767,-7619
-31546,32450,-5216
-31769,30857,-2235
-30660,28456,516
-28370,25985,1872
-25115,23521,2697
-21278,20819,3043
-16978,18026,3084
-12488,15307,3184
-7793,13034,3471
-3651,10863,3928
-644,7985,4597
2817,4558,5044
7328,784,5504
13461,-2293,6459
20919,-4843,8470
28532,-7209,11811
32767,-8611,14998
32767,-8802,16837
32678,-8194,16662
32767,-6947,14492
32555,-6040,11686
29053,-5439,9312
24282,-2389,5331
19885,2693,915
14705,7403,-3149
8295,11838,-6470
-903,16683,-9774
-14082,21589,-13752
-28109,26935,-16425
-32768,31871,-16145
-32768,32767,-14804
-32648,32238,-11358
-32768,30149,-5951
-31825,27926,1779
-28866,26305,5985
-25582,24844,5240
-21607,23055,4754
-18662,19668,3423
-16044,16230,2738
-12640,13441,2673
-8655,10704,2491
-4063,7995,2327
1836,4705,2641
8178,1233,3728
15039,-2485,5761
23499,-5291,8712
31976,-5838,11540
32767,-5648,13612
32671,-5875,14875
32734,-6405,14948
32767,-6867,13345
31999,-7502,10934
27118,-6850,9118
21116,-5300,7609
16338,-3144,6004
13407,1842,2502
9404,9213,-2847
1593,16009,-7663
-9180,21968,-11584
-20949,27318,-14684
-31242,32070,-15978
-32768,32767,-15099
-32687,32729,-12778
-32716,31834,-9367
-32768,28849,-4297
-32768,24853,953
-30396,22417,7759
-26596,20416,6829
-20447,18390,5483
-14613,15348,4758
-9710,11753,4081
-5646,8261,4149
-942,5578,4235
4413,2778,3859
10727,364,3365
18272,-2031,4128
26244,-4726,6887
32767,-5993,10334
32767,-5830,13043
32654,-5763,14668
32760,-5142,14134
32767,-4484,11415
31053,-4282,8879
24568,-2885,6691
18343,-456,4723
13478,3707,2038
8109,10046,-2544
69,16654,-7532
-10918,22130,-11422
-22373,26623,-13701
-31850,30709,-14048
-32768,32543,-12024
-32666,32159,-8378
-32731,30210,-4056
-32768,27120,1844
-30959,25046,6166
-25456,23168,7032
-20100,21075,7220
-16418,18027,6740
-12785,15177,5624
-9516,12607,4359
-5810,9667,3408
-1269,6399,3433
3734,3228,3815
9929,426,4350
17369,-2121,5917
25096,-4129,9017
31953,-5646,12343
32767,-5974,14560
32699,-6136,15523
32736,-6647,14891
32405,-7033,12468
28205,-6451,9576
22761,-4214,6688
18902,-398,3392
15029,5476,-51
9259,12279,-4405
675,19468,-9459
-11518,25946,-13839
-24438,30973,-16075
-32768,32767,-15572
-32768,32767,-14130
-32645,32650,-10772
-32755,30664,-4908
-32760,26491,1597
-29080,23217,10468
-25879,20314,10356
-20483,18554,9329
-15698,16035,8345
-12873,12905,6864
-10178,10376,5685
-6153,7552,4770
-215,4636,4261
6794,2092,4159
15214,-413,4730
24022,-3086,6824
32038,-4385,9883
32767,-4689,12397
32676,-5151,13876
32736,-5989,13885
32767,-6681,11957
31179,-6285,8764
26928,-3791,5775
21878,-563,3332
16248,3542,1446
10011,8463,-1082
2474,14009,-4499
-7846,19956,-8193
-19966,25244,-11323
-30305,29859,-12601
-32768,32767,-12045
-32764,32767,-10745
