x,y,z
4032,28614,-4113
2977,29099,-4680
1836,29736,-5167
-187,30569,-6032
-2249,31350,-6807
-4466,31635,-7066
-6900,30890,-6625
-8599,29516,-5571
-9632,27811,-4407
-10746,26318,-3484
-11808,25325,-2667
-12703,24872,-2366
-13415,25051,-2636
-14075,24857,-3057
-13623,24408,-3728
-12272,23708,-4422
-10782,22791,-4508
-9915,21474,-3949
-9660,19937,-3334
-9721,18661,-2693
-10032,17724,-2099
-10727,16930,-1729
-11477,16279,-1165
-11567,15464,-452
-11383,14524,260
-11010,13951,799
-10336,13909,746
-9635,14214,602
-9200,14395,362
-9111,14529,263
-9097,14314,272
-9113,13751,460
-9703,12787,1119
-10255,11467,1835
-9888,10294,2430
-9287,9480,2811
-9072,8780,3148
-9102,8166,3364
-8842,7600,3381
-7918,7095,3399
-6936,6495,3607
-5694,6165,3564
-4707,6373,3221
-3933,6940,2566
-2948,7034,2410
-1952,6565,2779
-1590,5843,3456
-1805,5072,4171
-1964,4280,4678
-1938,3870,5034
-1745,3740,5193
-1232,3876,5110
-803,4140,4996
-450,4501,4782
178,4686,4951
814,4471,5414
1877,3843,5879
3304,3341,5946
5276,3671,5412
7599,4734,4764
8858,6125,4172
8991,7691,3472
7791,9269,2757
6075,10458,2500
5102,11079,2681
4795,11185,3055
4989,10255,3413
6713,9052,3986
9084,8695,4716
10153,9057,4639
10423,9769,4339
10284,11319,4104
10116,13062,3312
9505,14474,2434
8711,15116,2216
8955,14938,2486
9784,14248,2829
11190,14012,2893
11872,14212,3349
11648,15540,3273
9718,17784,1921
7154,20699,199
5208,23260,-1131
3861,23768,-1630
3937,22546,-762
5462,21307,525
6407,21058,1065
5799,21721,832
4833,23255,250
3671,25263,-441
2493,27216,-1250
735,29420,-2079
-1752,31090,-2827
-4493,31831,-3223
-6897,31728,-2988
-8635,31053,-2625
-9203,29965,-2173
-8952,28786,-1921
-8671,27809,-1898
-8240,26928,-1892
-7751,26260,-2016
-7403,26058,-2610
-7219,26036,-3547
-6918,25850,-4337
-6681,25824,-5053
-6907,25454,-5482
-7232,24151,-5069
-7167,22451,-3979
-7032,20952,-3030
-7249,19670,-2180
-7252,18825,-1742
-7015,18335,-1542
-7359,18200,-1291
-8117,17922,-1148
-8546,17445,-1073
-8766,17397,-948
-8886,16906,-677
-8520,16165,-356
-7808,15526,60
-7532,14843,396
-7889,13942,811
-8072,13043,1590
-8249,12439,2502
-8872,11777,3135
-9410,11289,3537
-9284,11057,3611
-8535,10603,3606
-7638,10053,3414
-6660,10101,2890
-6119,10312,2592
-6351,9999,2490
-6636,9449,2379
-6424,8556,2582
-6029,7229,2938
-5467,5770,3306
-4566,4667,3848
-3767,3456,4269
-2968,2600,4706
-1804,2056,5150
-375,1765,5139
781,1956,4832
1723,2610,4303
2353,3266,4070
2285,3542,4163
2038,3480,4726
2036,3275,5339
2484,3452,5952
3212,3863,6263
3925,4600,6213
4753,5585,5921
5332,6562,5696
5448,7654,5406
5300,8961,5105
5489,10012,4510
6164,10766,4049
7185,10775,4400
7959,10301,4338
8645,9521,4519
9839,9345,4653
10741,9527,4610
11585,9996,4669
12451,11529,4560
12263,13420,4120
11328,15105,3537
9980,16079,3358
8868,16047,3190
8567,15658,3155
10101,15969,2830
11268,15956,1887
12672,17007,1338
13305,19156,359
12069,21810,-1281
9303,24098,-2923
7037,25180,-3806
5650,25047,-3666
4970,24069,-2837
4483,23331,-2150
3631,23635,-2055
2689,24770,-2486
1681,26477,-3280
258,28920,-4322
-2033,31381,-5358
-5294,32767,-6689
-8226,32767,-7795
-9995,32742,-8021
-10778,32523,-7353
-10116,30155,-5833
-8190,27150,-4428
-6525,25391,-3814
-6283,24391,-3764
-6469,23838,-4018
-6464,23445,-4201
-6315,22840,-4112
-6149,22142,-4034
-5646,21713,-4302
-4943,21578,-4569
-4697,21470,-4680
-3181,21807,-4476
-4963,19828,-4263
-6980,18354,-3029
-7139,17735,-2314
-7270,17105,-1764
-7509,16633,-1084
-7499,16188,-701
-7655,15345,-242
-7832,14475,278
-8021,13910,704
-8277,13474,864
-8630,13410,741
-8616,13468,683
-8078,13071,1016
-7586,12527,1621
-7345,11967,2183
-7581,11282,2677
-8125,10545,3156
-8062,9770,3587
-7414,9074,3947
-6611,8446,4160
-5794,7496,4447
-4730,6514,4851
-3448,5768,5072
-2265,5553,5169
-1472,6070,4877
-1376,6777,4453
-1685,7078,4206
-1696,6846,4125
-1133,6551,4285
-183,5774,4495
769,4706,4876
1753,3988,5419
2835,3482,5743
3819,3371,5963
4863,3640,6298
6292,4008,6519
7568,4400,6668
7990,4850,6536
7838,5172,6264
7615,5361,6269
7803,5640,6510
8199,6064,6798
8227,7000,6872
7643,7851,6667
7297,8424,6071
7058,9079,5590
6630,9782,5201
5763,9653,4994
6250,9219,5262
8767,9523,5683
10674,10191,5760
10860,11148,5518
10367,12910,4816
8919,14298,3989
7649,15496,3271
6662,17147,2853
5068,18008,2879
5020,18639,3296
5811,18093,3931
8025,17274,4201
9849,17226,3821
10617,18732,3162
9188,21014,2155
6590,23057,1220
4678,24625,539
3633,25391,-54
3377,25036,-292
4326,23804,-82
5403,23276,117
5658,23906,-277
4092,25445,-1391
1969,27469,-2660
391,29798,-3942
-2076,31743,-4866
-5320,32477,-5572
-7790,32767,-5647
-9362,32646,-5605
-10252,31645,-5430
-10039,30134,-4956
-8857,28639,-4330
-7996,27177,-3939
-7743,25730,-3698
-7878,24697,-3301
-8129,23581,-2991
-7943,22560,-2810
-7511,21591,-2417
-7152,20365,-2581
-6339,19846,-3123
-5756,19563,-2731
-5801,18631,-2255
-5697,17810,-1803
-5774,17180,-1294
-6468,16444,-887
-7037,15643,-563
-7376,14814,20
-7802,13771,793
-7995,12498,1790
-8025,11598,2741
-8133,11022,3249
-8616,10427,3551
-9015,9996,3715
-9073,10041,3520
-8528,10206,3004
-7978,10181,2362
-7332,10319,1872
-6763,10301,1763
-6447,9587,1844
-6096,8773,2507
-5506,8026,3134
-5143,7410,3662
-4881,6805,4191
-4502,6518,4410
-4733,6597,4450
-5065,6532,4281
-4896,6569,4185
-4345,6609,4348
-3712,6305,4438
-3033,5476,4795
-2045,4735,5310
-701,3926,6058
579,2913,6593
1892,2569,6734
3463,2723,6715
4805,2683,6777
6055,2830,6676
7394,3635,6038
8717,5100,5390
9075,5924,5165
8159,6133,5267
